Group,Day,Time,Discipline,Classroom,Type,Lecturer,Program
SE-2407,Tuesday,14:00-14:50,Probability and Statistics,C1.1.251L,lecture,Amanbekkyzy Adina,Schedules_2 course_3 trim
SE-2407,Tuesday,15:00-15:50,Probability and Statistics,C1.1.251L,lecture,Amanbekkyzy Adina,Schedules_2 course_3 trim
SE-2407,Tuesday,16:00-16:50,Introduction to SRE,C1.1.334L,lecture,Temirgaly Dinmukhammed,Schedules_2 course_3 trim
SE-2407,Tuesday,17:00-17:50,Introduction to SRE,C1.1.334L,lecture,Temirgaly Dinmukhammed,Schedules_2 course_3 trim
SE-2407,Wednesday,14:00-14:50,Introduction to Game Development,C1.1.334L,lecture,Sembayev Talgat,Schedules_2 course_3 trim
SE-2407,Wednesday,15:00-15:50,Introduction to Game Development,C1.1.334L,lecture,Sembayev Talgat,Schedules_2 course_3 trim
SE-2407,Wednesday,16:00-16:50,Advanced Operating Systems,C1.2.237L,lecture,Abiche-Adejor Egahi,Schedules_2 course_3 trim
SE-2407,Wednesday,16:00-16:50,Blockchain Technologies 2,C1.3.370,lecture,Kozhakhmet Zhaksylyk,Schedules_2 course_3 trim
SE-2407,Wednesday,17:00-17:50,Blockchain Technologies 2,C1.3.370,lecture,Kozhakhmet Zhaksylyk,Schedules_2 course_3 trim
SE-2407,Wednesday,17:00-17:50,Advanced Operating Systems,C1.2.237L,lecture,Abiche-Adejor Egahi,Schedules_2 course_3 trim
SE-2407,Wednesday,18:00-18:50,Cross-platform mobile development,C1.3.361,lecture,Omirzak Islam,Schedules_2 course_3 trim
SE-2407,Wednesday,19:00-19:50,Cross-platform mobile development,C1.3.361,lecture,Omirzak Islam,Schedules_2 course_3 trim
SE-2407,Thursday,13:05-13:55,Advanced Operating Systems,C1.1.353K,practice,Kulbayeva Laura,Schedules_2 course_3 trim
SE-2407,Thursday,14:00-14:50,Advanced Programming 2,C1.2.237L,lecture,Alshynov Shynggys,Schedules_2 course_3 trim
SE-2407,Thursday,15:00-15:50,Advanced Programming 2,C1.2.237L,lecture,Alshynov Shynggys,Schedules_2 course_3 trim
SE-2407,Thursday,17:00-17:50,Blockchain Technologies 2,C1.1.242K,practice,Kozhakhmet Zhaksylyk,Schedules_2 course_3 trim
SE-2407,Thursday,18:00-18:50,Academic Writing,C1.1.366P,practice,Yevgeniya Verba,Schedules_2 course_3 trim
SE-2407,Friday,14:00-14:50,Probability and Statistics,C1.1.224P,practice,Amanbekkyzy Adina,Schedules_2 course_3 trim
SE-2407,Friday,15:00-15:50,Probability and Statistics,C1.1.224P,practice,Amanbekkyzy Adina,Schedules_2 course_3 trim
SE-2407,Friday,16:00-16:50,Advanced Operating Systems,C1.2.240K,practice,Kulbayeva Laura,Schedules_2 course_3 trim
SE-2407,Friday,17:00-17:50,Advanced Operating Systems,C1.2.240K,practice,Kulbayeva Laura,Schedules_2 course_3 trim
SE-2407,Friday,18:00-18:50,Cross-platform mobile development,C1.1.240K (Apple),practice,Makhmetova Kuralay,Schedules_2 course_3 trim
SE-2407,Friday,18:00-18:50,Advanced Programming 2,Huawei(C1.2.123K),practice,Nurlybek Taubakabyl,Schedules_2 course_3 trim
SE-2407,Friday,19:00-19:50,Advanced Programming 2,Huawei(C1.2.123K),practice,Nurlybek Taubakabyl,Schedules_2 course_3 trim
SE-2407,Friday,19:00-19:50,Cross-platform mobile development,C1.1.240K (Apple),practice,Makhmetova Kuralay,Schedules_2 course_3 trim
SE-2407,Saturday,17:00-17:50,Probability and Statistics,online,lecture,https://learn.astanait.edu.kz/,Schedules_2 course_3 trim
SE-2407,Saturday,18:00-18:50,Academic Writing,online,lecture,https://learn.astanait.edu.kz/,Schedules_2 course_3 trim
SE-2407,Saturday,19:00-19:50,Academic Writing,online,lecture,https://learn.astanait.edu.kz/,Schedules_2 course_3 trim
SE-2408,Monday,13:05-13:55,Academic Writing,C1.1.228P,practice,Zhazira Nurabayeva,Schedules_2 course_3 trim
SE-2408,Monday,14:00-14:50,Academic Writing,C1.1.228P,practice,Zhazira Nurabayeva,Schedules_2 course_3 trim
SE-2408,Monday,15:00-15:50,Advanced Programming 2,Huawei(C1.2.123K),practice,Nurlybek Taubakabyl,Schedules_2 course_3 trim
SE-2408,Monday,15:00-15:50,Cross-platform mobile development,C1.2.252K,practice,Nurgaliyeva Symbat,Schedules_2 course_3 trim
SE-2408,Monday,16:00-16:50,Cross-platform mobile development,C1.2.252K,practice,Nurgaliyeva Symbat,Schedules_2 course_3 trim
SE-2408,Monday,16:00-16:50,Advanced Programming 2,Huawei(C1.2.123K),practice,Nurlybek Taubakabyl,Schedules_2 course_3 trim
SE-2408,Monday,17:00-17:50,Advanced Operating Systems,C1.1.358K,practice,Makasheva Teili,Schedules_2 course_3 trim
SE-2408,Monday,17:00-17:50,Blockchain Technologies 2,C1.1.241K,practice,Alkhabay Bakgeldi,Schedules_2 course_3 trim
SE-2408,Monday,18:00-18:50,Advanced Operating Systems,C1.1.358K,practice,Makasheva Teili,Schedules_2 course_3 trim
SE-2408,Monday,18:00-18:50,Blockchain Technologies 2,C1.1.241K,practice,Alkhabay Bakgeldi,Schedules_2 course_3 trim
SE-2408,Tuesday,13:05-13:55,Blockchain Technologies 2,C1.1.241K,practice,Alkhabay Bakgeldi,Schedules_2 course_3 trim
SE-2408,Tuesday,13:05-13:55,Advanced Operating Systems,C1.1.358K,practice,Makasheva Teili,Schedules_2 course_3 trim
SE-2408,Tuesday,14:00-14:50,Probability and Statistics,C1.1.251L,lecture,Amanbekkyzy Adina,Schedules_2 course_3 trim
SE-2408,Tuesday,15:00-15:50,Probability and Statistics,C1.1.251L,lecture,Amanbekkyzy Adina,Schedules_2 course_3 trim
SE-2408,Tuesday,16:00-16:50,Introduction to SRE,C1.1.334L,lecture,Temirgaly Dinmukhammed,Schedules_2 course_3 trim
SE-2408,Tuesday,17:00-17:50,Introduction to SRE,C1.1.334L,lecture,Temirgaly Dinmukhammed,Schedules_2 course_3 trim
SE-2408,Wednesday,14:00-14:50,Introduction to Game Development,C1.1.334L,lecture,Sembayev Talgat,Schedules_2 course_3 trim
SE-2408,Wednesday,15:00-15:50,Introduction to Game Development,C1.1.334L,lecture,Sembayev Talgat,Schedules_2 course_3 trim
SE-2408,Wednesday,16:00-16:50,Advanced Operating Systems,C1.2.237L,lecture,Abiche-Adejor Egahi,Schedules_2 course_3 trim
SE-2408,Wednesday,16:00-16:50,Blockchain Technologies 2,C1.3.370,lecture,Kozhakhmet Zhaksylyk,Schedules_2 course_3 trim
SE-2408,Wednesday,17:00-17:50,Blockchain Technologies 2,C1.3.370,lecture,Kozhakhmet Zhaksylyk,Schedules_2 course_3 trim
SE-2408,Wednesday,17:00-17:50,Advanced Operating Systems,C1.2.237L,lecture,Abiche-Adejor Egahi,Schedules_2 course_3 trim
SE-2408,Wednesday,18:00-18:50,Cross-platform mobile development,C1.3.361,lecture,Omirzak Islam,Schedules_2 course_3 trim
SE-2408,Wednesday,19:00-19:50,Cross-platform mobile development,C1.3.361,lecture,Omirzak Islam,Schedules_2 course_3 trim
SE-2408,Thursday,14:00-14:50,Advanced Programming 2,C1.2.237L,lecture,Alshynov Shynggys,Schedules_2 course_3 trim
SE-2408,Thursday,15:00-15:50,Advanced Programming 2,C1.2.237L,lecture,Alshynov Shynggys,Schedules_2 course_3 trim
SE-2408,Thursday,16:00-16:50,Introduction to SRE,C1.2.221K,practice,Daniyar Amantayev,Schedules_2 course_3 trim
SE-2408,Thursday,16:00-16:50,Introduction to Game Development,C1.1.238K,practice,Kamila Zhakupova,Schedules_2 course_3 trim
SE-2408,Thursday,17:00-17:50,Introduction to SRE,C1.2.221K,practice,Daniyar Amantayev,Schedules_2 course_3 trim
SE-2408,Thursday,17:00-17:50,Introduction to Game Development,C1.1.238K,practice,Kamila Zhakupova,Schedules_2 course_3 trim
SE-2408,Thursday,18:00-18:50,Academic Writing,C1.1.344P,practice,Zhazira Nurabayeva,Schedules_2 course_3 trim
SE-2408,Friday,14:00-14:50,Advanced Programming 2,Huawei(C1.2.123K),practice,Nurlybek Taubakabyl,Schedules_2 course_3 trim
SE-2408,Friday,14:00-14:50,Cross-platform mobile development,C1.2.252K,practice,Nurgaliyeva Symbat,Schedules_2 course_3 trim
SE-2408,Friday,16:00-16:50,Probability and Statistics,C1.1.224P,practice,Amanbekkyzy Adina,Schedules_2 course_3 trim
SE-2408,Friday,17:00-17:50,Probability and Statistics,C1.1.224P,practice,Amanbekkyzy Adina,Schedules_2 course_3 trim
SE-2408,Saturday,17:00-17:50,Probability and Statistics,online,lecture,https://learn.astanait.edu.kz/,Schedules_2 course_3 trim
SE-2408,Saturday,18:00-18:50,Academic Writing,online,lecture,https://learn.astanait.edu.kz/,Schedules_2 course_3 trim
SE-2408,Saturday,19:00-19:50,Academic Writing,online,lecture,https://learn.astanait.edu.kz/,Schedules_2 course_3 trim
SE-2409,Monday,15:00-15:50,Academic Writing,C1.1.228P,practice,Zhazira Nurabayeva,Schedules_2 course_3 trim
SE-2409,Monday,16:00-16:50,Introduction to Game Development,C1.1.238K,practice,Kamila Zhakupova,Schedules_2 course_3 trim
SE-2409,Monday,17:00-17:50,Introduction to Game Development,C1.1.238K,practice,Kamila Zhakupova,Schedules_2 course_3 trim
SE-2409,Monday,18:00-18:50,Probability and Statistics,C1.1.223P,practice,Kairbek Kabdolkhanov,Schedules_2 course_3 trim
SE-2409,Monday,19:00-19:50,Probability and Statistics,C1.1.223P,practice,Kairbek Kabdolkhanov,Schedules_2 course_3 trim
SE-2409,Tuesday,12:00-12:50,Blockchain Technologies 2,C1.1.241K,practice,Alkhabay Bakgeldi,Schedules_2 course_3 trim
SE-2409,Tuesday,12:00-12:50,Advanced Operating Systems,C1.1.358K,practice,Makasheva Teili,Schedules_2 course_3 trim
SE-2409,Tuesday,13:05-13:55,Cross-platform mobile development,C1.2.228K,practice,Nurgaliyeva Symbat,Schedules_2 course_3 trim
SE-2409,Tuesday,13:05-13:55,Advanced Programming 2,C1.2.223K,practice,Nurlybek Taubakabyl,Schedules_2 course_3 trim
SE-2409,Tuesday,14:00-14:50,Probability and Statistics,C1.1.251L,lecture,Amanbekkyzy Adina,Schedules_2 course_3 trim
SE-2409,Tuesday,15:00-15:50,Probability and Statistics,C1.1.251L,lecture,Amanbekkyzy Adina,Schedules_2 course_3 trim
SE-2409,Tuesday,16:00-16:50,Introduction to SRE,C1.1.334L,lecture,Temirgaly Dinmukhammed,Schedules_2 course_3 trim
SE-2409,Tuesday,17:00-17:50,Introduction to SRE,C1.1.334L,lecture,Temirgaly Dinmukhammed,Schedules_2 course_3 trim
SE-2409,Tuesday,18:00-18:50,Blockchain Technologies 2,C1.3.370,lecture,Kozhakhmet Zhaksylyk,Schedules_2 course_3 trim
SE-2409,Tuesday,19:00-19:50,Blockchain Technologies 2,C1.3.370,lecture,Kozhakhmet Zhaksylyk,Schedules_2 course_3 trim
SE-2409,Wednesday,14:00-14:50,Introduction to Game Development,C1.1.334L,lecture,Sembayev Talgat,Schedules_2 course_3 trim
SE-2409,Wednesday,15:00-15:50,Introduction to Game Development,C1.1.334L,lecture,Sembayev Talgat,Schedules_2 course_3 trim
SE-2409,Wednesday,16:00-16:50,Advanced Operating Systems,C1.2.237L,lecture,Abiche-Adejor Egahi,Schedules_2 course_3 trim
SE-2409,Wednesday,17:00-17:50,Advanced Operating Systems,C1.2.237L,lecture,Abiche-Adejor Egahi,Schedules_2 course_3 trim
SE-2409,Wednesday,18:00-18:50,Cross-platform mobile development,C1.3.361,lecture,Omirzak Islam,Schedules_2 course_3 trim
SE-2409,Wednesday,19:00-19:50,Cross-platform mobile development,C1.3.361,lecture,Omirzak Islam,Schedules_2 course_3 trim
SE-2409,Thursday,14:00-14:50,Advanced Programming 2,C1.2.237L,lecture,Alshynov Shynggys,Schedules_2 course_3 trim
SE-2409,Thursday,15:00-15:50,Advanced Programming 2,C1.2.237L,lecture,Alshynov Shynggys,Schedules_2 course_3 trim
SE-2409,Thursday,18:00-18:50,Introduction to SRE,C1.2.221K,practice,Daniyar Amantayev,Schedules_2 course_3 trim
SE-2409,Thursday,19:00-19:50,Introduction to SRE,C1.2.221K,practice,Daniyar Amantayev,Schedules_2 course_3 trim
SE-2409,Friday,12:00-12:50,Advanced Operating Systems,C1.1.232K,practice,Makasheva Teili,Schedules_2 course_3 trim
SE-2409,Friday,13:05-13:55,Advanced Operating Systems,C1.1.232K,practice,Makasheva Teili,Schedules_2 course_3 trim
SE-2409,Friday,14:00-14:50,Academic Writing,C1.1.347P,practice,Zhazira Nurabayeva,Schedules_2 course_3 trim
SE-2409,Friday,15:00-15:50,Academic Writing,C1.1.347P,practice,Zhazira Nurabayeva,Schedules_2 course_3 trim
SE-2409,Friday,16:00-16:50,Advanced Programming 2,Huawei(C1.2.123K),practice,Nurlybek Taubakabyl,Schedules_2 course_3 trim
SE-2409,Friday,16:00-16:50,Cross-platform mobile development,C1.2.231K,practice,Nurgaliyeva Symbat,Schedules_2 course_3 trim
SE-2409,Friday,17:00-17:50,Advanced Programming 2,Huawei(C1.2.123K),practice,Nurlybek Taubakabyl,Schedules_2 course_3 trim
SE-2409,Friday,17:00-17:50,Cross-platform mobile development,C1.2.231K,practice,Nurgaliyeva Symbat,Schedules_2 course_3 trim
SE-2409,Friday,18:00-18:50,Blockchain Technologies 2,C1.1.241K,practice,Alkhabay Bakgeldi,Schedules_2 course_3 trim
SE-2409,Friday,19:00-19:50,Blockchain Technologies 2,C1.1.241K,practice,Alkhabay Bakgeldi,Schedules_2 course_3 trim
SE-2409,Saturday,17:00-17:50,Probability and Statistics,online,lecture,https://learn.astanait.edu.kz/,Schedules_2 course_3 trim
SE-2409,Saturday,18:00-18:50,Academic Writing,online,lecture,https://learn.astanait.edu.kz/,Schedules_2 course_3 trim
SE-2409,Saturday,19:00-19:50,Academic Writing,online,lecture,https://learn.astanait.edu.kz/,Schedules_2 course_3 trim
SE-2410,Monday,14:00-14:50,Introduction to Game Development,C1.1.238K,practice,Kamila Zhakupova,Schedules_2 course_3 trim
SE-2410,Monday,14:00-14:50,Introduction to SRE,C1.2.221K,practice,Daniyar Amantayev,Schedules_2 course_3 trim
SE-2410,Monday,15:00-15:50,Introduction to SRE,C1.2.221K,practice,Daniyar Amantayev,Schedules_2 course_3 trim
SE-2410,Monday,15:00-15:50,Introduction to Game Development,C1.1.238K,practice,Kamila Zhakupova,Schedules_2 course_3 trim
SE-2410,Monday,17:00-17:50,Cross-platform mobile development,C1.1.240K (Apple),practice,Makhmetova Kuralay,Schedules_2 course_3 trim
SE-2410,Monday,17:00-17:50,Advanced Programming 2,Huawei(C1.2.123K),practice,Nurlybek Taubakabyl,Schedules_2 course_3 trim
SE-2410,Monday,18:00-18:50,Probability and Statistics,C1.1.252L,lecture,Birzhan Ayanbayev,Schedules_2 course_3 trim
SE-2410,Monday,19:00-19:50,Probability and Statistics,C1.1.328L,lecture,Birzhan Ayanbayev,Schedules_2 course_3 trim
SE-2410,Tuesday,12:00-12:50,Blockchain Technologies 2,C1.1.241K,practice,Alkhabay Bakgeldi,Schedules_2 course_3 trim
SE-2410,Tuesday,12:00-12:50,Advanced Operating Systems,C1.1.358K,practice,Makasheva Teili,Schedules_2 course_3 trim
SE-2410,Tuesday,14:00-14:50,Advanced Operating Systems,C1.1.334L,lecture,Abiche-Adejor Egahi,Schedules_2 course_3 trim
SE-2410,Tuesday,15:00-15:50,Advanced Operating Systems,C1.1.334L,lecture,Abiche-Adejor Egahi,Schedules_2 course_3 trim
SE-2410,Tuesday,16:00-16:50,Introduction to SRE,C1.1.334L,lecture,Temirgaly Dinmukhammed,Schedules_2 course_3 trim
SE-2410,Tuesday,17:00-17:50,Introduction to SRE,C1.1.334L,lecture,Temirgaly Dinmukhammed,Schedules_2 course_3 trim
SE-2410,Tuesday,18:00-18:50,Blockchain Technologies 2,C1.3.370,lecture,Kozhakhmet Zhaksylyk,Schedules_2 course_3 trim
SE-2410,Tuesday,19:00-19:50,Blockchain Technologies 2,C1.3.370,lecture,Kozhakhmet Zhaksylyk,Schedules_2 course_3 trim
SE-2410,Wednesday,12:00-12:50,Probability and Statistics,C1.1.223P,practice,Kairbek Kabdolkhanov,Schedules_2 course_3 trim
SE-2410,Wednesday,13:05-13:55,Probability and Statistics,C1.1.223P,practice,Kairbek Kabdolkhanov,Schedules_2 course_3 trim
SE-2410,Wednesday,14:00-14:50,Introduction to Game Development,C1.1.334L,lecture,Sembayev Talgat,Schedules_2 course_3 trim
SE-2410,Wednesday,15:00-15:50,Introduction to Game Development,C1.1.334L,lecture,Sembayev Talgat,Schedules_2 course_3 trim
SE-2410,Wednesday,16:00-16:50,Academic Writing,C1.1.366P,practice,Nazipa Ayubayeva,Schedules_2 course_3 trim
SE-2410,Wednesday,17:00-17:50,Academic Writing,C1.1.366P,practice,Nazipa Ayubayeva,Schedules_2 course_3 trim
SE-2410,Wednesday,18:00-18:50,Cross-platform mobile development,C1.3.361,lecture,Omirzak Islam,Schedules_2 course_3 trim
SE-2410,Wednesday,19:00-19:50,Cross-platform mobile development,C1.3.361,lecture,Omirzak Islam,Schedules_2 course_3 trim
SE-2410,Thursday,14:00-14:50,Advanced Programming 2,C1.2.237L,lecture,Alshynov Shynggys,Schedules_2 course_3 trim
SE-2410,Thursday,15:00-15:50,Advanced Programming 2,C1.2.237L,lecture,Alshynov Shynggys,Schedules_2 course_3 trim
SE-2410,Thursday,16:00-16:50,Advanced Programming 2,C1.2.239K,practice,Nurlybek Taubakabyl,Schedules_2 course_3 trim
SE-2410,Thursday,16:00-16:50,Cross-platform mobile development,C1.1.240K (Apple),practice,Makhmetova Kuralay,Schedules_2 course_3 trim
SE-2410,Thursday,17:00-17:50,Advanced Programming 2,C1.2.239K,practice,Nurlybek Taubakabyl,Schedules_2 course_3 trim
SE-2410,Thursday,17:00-17:50,Cross-platform mobile development,C1.1.240K (Apple),practice,Makhmetova Kuralay,Schedules_2 course_3 trim
SE-2410,Friday,12:00-12:50,Advanced Operating Systems,C1.1.232K,practice,Makasheva Teili,Schedules_2 course_3 trim
SE-2410,Friday,13:05-13:55,Advanced Operating Systems,C1.1.232K,practice,Makasheva Teili,Schedules_2 course_3 trim
SE-2410,Friday,16:00-16:50,Academic Writing,C1.3.319,practice,Nazipa Ayubayeva,Schedules_2 course_3 trim
SE-2410,Friday,18:00-18:50,Blockchain Technologies 2,C1.1.241K,practice,Alkhabay Bakgeldi,Schedules_2 course_3 trim
SE-2410,Friday,19:00-19:50,Blockchain Technologies 2,C1.1.241K,practice,Alkhabay Bakgeldi,Schedules_2 course_3 trim
SE-2410,Saturday,17:00-17:50,Probability and Statistics,online,lecture,https://learn.astanait.edu.kz/,Schedules_2 course_3 trim
SE-2410,Saturday,18:00-18:50,Academic Writing,online,lecture,https://learn.astanait.edu.kz/,Schedules_2 course_3 trim
SE-2410,Saturday,19:00-19:50,Academic Writing,online,lecture,https://learn.astanait.edu.kz/,Schedules_2 course_3 trim
SE-2411,Monday,13:05-13:55,Blockchain Technologies 2,C1.2.252K,practice,Alkhabay Bakgeldi,Schedules_2 course_3 trim
SE-2411,Monday,14:00-14:50,Academic Writing,C1.1.253P,practice,Nazipa Ayubayeva,Schedules_2 course_3 trim
SE-2411,Monday,15:00-15:50,Academic Writing,C1.1.253P,practice,Nazipa Ayubayeva,Schedules_2 course_3 trim
SE-2411,Monday,17:00-17:50,Cross-platform mobile development,C1.1.240K (Apple),practice,Makhmetova Kuralay,Schedules_2 course_3 trim
SE-2411,Monday,17:00-17:50,Advanced Programming 2,Huawei(C1.2.123K),practice,Nurlybek Taubakabyl,Schedules_2 course_3 trim
SE-2411,Monday,18:00-18:50,Probability and Statistics,C1.1.252L,lecture,Birzhan Ayanbayev,Schedules_2 course_3 trim
SE-2411,Monday,19:00-19:50,Probability and Statistics,C1.1.328L,lecture,Birzhan Ayanbayev,Schedules_2 course_3 trim
SE-2411,Tuesday,12:00-12:50,Introduction to Game Development,C1.1.357K,practice,Kamila Zhakupova,Schedules_2 course_3 trim
SE-2411,Tuesday,13:05-13:55,Introduction to Game Development,C1.1.357K,practice,Kamila Zhakupova,Schedules_2 course_3 trim
SE-2411,Tuesday,14:00-14:50,Advanced Operating Systems,C1.1.334L,lecture,Abiche-Adejor Egahi,Schedules_2 course_3 trim
SE-2411,Tuesday,15:00-15:50,Advanced Operating Systems,C1.1.334L,lecture,Abiche-Adejor Egahi,Schedules_2 course_3 trim
SE-2411,Tuesday,16:00-16:50,Introduction to SRE,C1.1.334L,lecture,Temirgaly Dinmukhammed,Schedules_2 course_3 trim
SE-2411,Tuesday,17:00-17:50,Introduction to SRE,C1.1.334L,lecture,Temirgaly Dinmukhammed,Schedules_2 course_3 trim
SE-2411,Tuesday,18:00-18:50,Blockchain Technologies 2,C1.3.370,lecture,Kozhakhmet Zhaksylyk,Schedules_2 course_3 trim
SE-2411,Tuesday,19:00-19:50,Blockchain Technologies 2,C1.3.370,lecture,Kozhakhmet Zhaksylyk,Schedules_2 course_3 trim
SE-2411,Wednesday,14:00-14:50,Introduction to Game Development,C1.1.334L,lecture,Sembayev Talgat,Schedules_2 course_3 trim
SE-2411,Wednesday,15:00-15:50,Introduction to Game Development,C1.1.334L,lecture,Sembayev Talgat,Schedules_2 course_3 trim
SE-2411,Wednesday,16:00-16:50,Blockchain Technologies 2,C1.1.241K,practice,Alkhabay Bakgeldi,Schedules_2 course_3 trim
SE-2411,Wednesday,17:00-17:50,Blockchain Technologies 2,C1.1.241K,practice,Alkhabay Bakgeldi,Schedules_2 course_3 trim
SE-2411,Wednesday,18:00-18:50,Cross-platform mobile development,C1.3.361,lecture,Omirzak Islam,Schedules_2 course_3 trim
SE-2411,Wednesday,19:00-19:50,Cross-platform mobile development,C1.3.361,lecture,Omirzak Islam,Schedules_2 course_3 trim
SE-2411,Thursday,14:00-14:50,Advanced Programming 2,C1.2.237L,lecture,Alshynov Shynggys,Schedules_2 course_3 trim
SE-2411,Thursday,15:00-15:50,Advanced Programming 2,C1.2.237L,lecture,Alshynov Shynggys,Schedules_2 course_3 trim
SE-2411,Thursday,16:00-16:50,Advanced Programming 2,C1.2.239K,practice,Nurlybek Taubakabyl,Schedules_2 course_3 trim
SE-2411,Thursday,16:00-16:50,Cross-platform mobile development,C1.1.240K (Apple),practice,Makhmetova Kuralay,Schedules_2 course_3 trim
SE-2411,Thursday,17:00-17:50,Advanced Programming 2,C1.2.239K,practice,Nurlybek Taubakabyl,Schedules_2 course_3 trim
SE-2411,Thursday,17:00-17:50,Cross-platform mobile development,C1.1.240K (Apple),practice,Makhmetova Kuralay,Schedules_2 course_3 trim
SE-2411,Thursday,18:00-18:50,Probability and Statistics,C1.1.223P,practice,Kairbek Kabdolkhanov,Schedules_2 course_3 trim
SE-2411,Thursday,19:00-19:50,Probability and Statistics,C1.1.223P,practice,Kairbek Kabdolkhanov,Schedules_2 course_3 trim
SE-2411,Friday,13:05-13:55,Introduction to SRE,C1.2.221K,practice,Daniyar Amantayev,Schedules_2 course_3 trim
