Group,Day,Time,Discipline,Classroom,Type,Lecturer,Program
BDA-2507,Friday,15:00-15:50,Algorithms and Data Structures,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
BDA-2507,Saturday,09:00-09:50,Algorithms and Data Structures,IEC-307,practice,Usserbayeva Gulfiya,Schedules_1 course_3 trim
BDA-2507,Saturday,10:00-10:50,Algorithms and Data Structures,IEC-307,practice,Usserbayeva Gulfiya,Schedules_1 course_3 trim
BDA-2507,Saturday,14:00-14:50,Political Science,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
BDA-2507,Saturday,15:00-15:50,Discrete Mathematics,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
BDA-2507,Saturday,16:00-16:50,Psychology,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
BDA-2508,Monday,08:00-08:50,Algorithms and Data Structures,C1.1.241K,practice,Altynbek Toleu,Schedules_1 course_3 trim
BDA-2508,Monday,09:00-09:50,Algorithms and Data Structures,C1.1.241K,practice,Altynbek Toleu,Schedules_1 course_3 trim
BDA-2508,Tuesday,09:00-09:50,Python Programming,C1.2.231K,practice,Yespenbetova Dana,Schedules_1 course_3 trim
BDA-2508,Tuesday,10:00-10:50,Python Programming,C1.2.231K,practice,Yespenbetova Dana,Schedules_1 course_3 trim
BDA-2508,Tuesday,11:00-11:50,Algorithms and Data Structures,C1.1.241K,practice,Altynbek Toleu,Schedules_1 course_3 trim
BDA-2508,Tuesday,12:00-12:50,Political Science,C1.1.223P,practice,Zhanarstanova Maral,Schedules_1 course_3 trim
BDA-2508,Thursday,08:00-08:50,Psychology,C1.1.365P,practice,Issakhanova Assel,Schedules_1 course_3 trim
BDA-2508,Thursday,09:00-09:50,Python Programming,C1.2.231K,practice,Yespenbetova Dana,Schedules_1 course_3 trim
BDA-2508,Thursday,10:00-10:50,Discrete Mathematics,C1.1.251L,lecture,Duman Adilet,Schedules_1 course_3 trim
BDA-2508,Thursday,11:00-11:50,Discrete Mathematics,C1.1.251L,lecture,Duman Adilet,Schedules_1 course_3 trim
BDA-2508,Friday,09:00-09:50,Python Programming,C1.1.251L,lecture,Sadirmekova Zhanna,Schedules_1 course_3 trim
BDA-2508,Friday,10:00-10:50,Python Programming,C1.1.251L,lecture,Sadirmekova Zhanna,Schedules_1 course_3 trim
BDA-2508,Friday,14:00-14:50,Algorithms and Data Structures,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
BDA-2508,Friday,15:00-15:50,Algorithms and Data Structures,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
BDA-2508,Saturday,08:00-08:50,Discrete Mathematics,C1.1.255P,practice,Jankiyeva Botagoz,Schedules_1 course_3 trim
BDA-2508,Saturday,09:00-09:50,Discrete Mathematics,C1.1.255P,practice,Jankiyeva Botagoz,Schedules_1 course_3 trim
BDA-2508,Saturday,14:00-14:50,Political Science,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
BDA-2508,Saturday,15:00-15:50,Discrete Mathematics,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
BDA-2508,Saturday,16:00-16:50,Psychology,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
BDA-2509,Monday,10:00-10:50,Algorithms and Data Structures,C1.1.241K,practice,Altynbek Toleu,Schedules_1 course_3 trim
BDA-2509,Monday,11:00-11:50,Algorithms and Data Structures,C1.1.241K,practice,Altynbek Toleu,Schedules_1 course_3 trim
BDA-2509,Tuesday,08:00-08:50,Algorithms and Data Structures,C1.1.242K,practice,Altynbek Toleu,Schedules_1 course_3 trim
BDA-2509,Tuesday,09:00-09:50,Political Science,C1.1.223P,practice,Zhanarstanova Maral,Schedules_1 course_3 trim
BDA-2509,Wednesday,09:00-09:50,Psychology,C1.1.365P,practice,Issakhanova Assel,Schedules_1 course_3 trim
BDA-2509,Wednesday,10:00-10:50,Python Programming,C1.2.231K,practice,Yespenbetova Dana,Schedules_1 course_3 trim
BDA-2509,Wednesday,11:00-11:50,Python Programming,C1.2.231K,practice,Yespenbetova Dana,Schedules_1 course_3 trim
BDA-2509,Wednesday,12:00-12:50,Discrete Mathematics,C1.1.252L,lecture,Elemes Tolkynay,Schedules_1 course_3 trim
BDA-2509,Wednesday,13:05-13:55,Discrete Mathematics,C1.1.252L,lecture,Elemes Tolkynay,Schedules_1 course_3 trim
BDA-2509,Thursday,08:00-08:50,Discrete Mathematics,C1.1.224P,practice,Elemes Tolkynay,Schedules_1 course_3 trim
BDA-2509,Thursday,09:00-09:50,Discrete Mathematics,C1.1.224P,practice,Elemes Tolkynay,Schedules_1 course_3 trim
BDA-2509,Thursday,10:00-10:50,Python Programming,C1.2.231K,practice,Yespenbetova Dana,Schedules_1 course_3 trim
BDA-2509,Friday,09:00-09:50,Python Programming,C1.1.251L,lecture,Sadirmekova Zhanna,Schedules_1 course_3 trim
BDA-2509,Friday,10:00-10:50,Python Programming,C1.1.251L,lecture,Sadirmekova Zhanna,Schedules_1 course_3 trim
BDA-2509,Friday,14:00-14:50,Algorithms and Data Structures,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
BDA-2509,Friday,15:00-15:50,Algorithms and Data Structures,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
BDA-2509,Saturday,14:00-14:50,Political Science,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
BDA-2509,Saturday,15:00-15:50,Discrete Mathematics,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
BDA-2509,Saturday,16:00-16:50,Psychology,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
BDA-2510,Monday,11:00-11:50,Psychology,C1.1.365P,practice,Issakhanova Assel,Schedules_1 course_3 trim
BDA-2510,Monday,12:00-12:50,Algorithms and Data Structures,C1.1.241K,practice,Altynbek Toleu,Schedules_1 course_3 trim
BDA-2510,Tuesday,09:00-09:50,Algorithms and Data Structures,C1.1.242K,practice,Altynbek Toleu,Schedules_1 course_3 trim
BDA-2510,Tuesday,10:00-10:50,Algorithms and Data Structures,C1.1.242K,practice,Altynbek Toleu,Schedules_1 course_3 trim
BDA-2510,Tuesday,11:00-11:50,Python Programming,C1.2.231K,practice,Yespenbetova Dana,Schedules_1 course_3 trim
BDA-2510,Tuesday,12:00-12:50,Python Programming,C1.2.231K,practice,Yespenbetova Dana,Schedules_1 course_3 trim
BDA-2510,Wednesday,10:00-10:50,Python Programming,C1.1.334L,lecture,Sadirmekova Zhanna,Schedules_1 course_3 trim
BDA-2510,Wednesday,11:00-11:50,Python Programming,C1.1.334L,lecture,Sadirmekova Zhanna,Schedules_1 course_3 trim
BDA-2510,Wednesday,12:00-12:50,Discrete Mathematics,C1.1.252L,lecture,Elemes Tolkynay,Schedules_1 course_3 trim
BDA-2510,Wednesday,13:05-13:55,Discrete Mathematics,C1.1.252L,lecture,Elemes Tolkynay,Schedules_1 course_3 trim
BDA-2510,Thursday,10:00-10:50,Political Science,C1.3.254L,practice,Zhanarstanova Maral,Schedules_1 course_3 trim
BDA-2510,Thursday,11:00-11:50,Python Programming,C1.2.231K,practice,Yespenbetova Dana,Schedules_1 course_3 trim
BDA-2510,Friday,08:00-08:50,Discrete Mathematics,C1.1.234P,practice,Elemes Tolkynay,Schedules_1 course_3 trim
BDA-2510,Friday,09:00-09:50,Discrete Mathematics,C1.1.234P,practice,Elemes Tolkynay,Schedules_1 course_3 trim
BDA-2510,Friday,14:00-14:50,Algorithms and Data Structures,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
BDA-2510,Friday,15:00-15:50,Algorithms and Data Structures,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
BDA-2510,Saturday,14:00-14:50,Political Science,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
BDA-2510,Saturday,15:00-15:50,Discrete Mathematics,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
BDA-2510,Saturday,16:00-16:50,Psychology,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
BDA-2511,Monday,08:00-08:50,Algorithms and Data Structures,C1.2.229K,practice,Kyzyrkanov Abzal,Schedules_1 course_3 trim
BDA-2511,Monday,09:00-09:50,Psychology,C1.1.365P,practice,Issakhanova Assel,Schedules_1 course_3 trim
BDA-2511,Wednesday,08:00-08:50,Python Programming,C1.2.231K,practice,Yespenbetova Dana,Schedules_1 course_3 trim
BDA-2511,Wednesday,09:00-09:50,Python Programming,C1.2.231K,practice,Yespenbetova Dana,Schedules_1 course_3 trim
BDA-2511,Wednesday,10:00-10:50,Python Programming,C1.1.334L,lecture,Sadirmekova Zhanna,Schedules_1 course_3 trim
BDA-2511,Wednesday,11:00-11:50,Python Programming,C1.1.334L,lecture,Sadirmekova Zhanna,Schedules_1 course_3 trim
BDA-2511,Wednesday,12:00-12:50,Discrete Mathematics,C1.1.252L,lecture,Elemes Tolkynay,Schedules_1 course_3 trim
BDA-2511,Wednesday,13:05-13:55,Discrete Mathematics,C1.1.252L,lecture,Elemes Tolkynay,Schedules_1 course_3 trim
BDA-2511,Thursday,08:00-08:50,Python Programming,C1.2.231K,practice,Yespenbetova Dana,Schedules_1 course_3 trim
BDA-2511,Thursday,09:00-09:50,Political Science,C1.1.234P,practice,Zhanarstanova Maral,Schedules_1 course_3 trim
BDA-2511,Thursday,11:00-11:50,Algorithms and Data Structures,IEC-308,practice,Kyzyrkanov Abzal,Schedules_1 course_3 trim
BDA-2511,Thursday,12:00-12:50,Algorithms and Data Structures,IEC-308,practice,Kyzyrkanov Abzal,Schedules_1 course_3 trim
BDA-2511,Friday,10:00-10:50,Discrete Mathematics,C1.1.234P,practice,Elemes Tolkynay,Schedules_1 course_3 trim
BDA-2511,Friday,11:00-11:50,Discrete Mathematics,C1.1.234P,practice,Elemes Tolkynay,Schedules_1 course_3 trim
BDA-2511,Friday,14:00-14:50,Algorithms and Data Structures,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
BDA-2511,Friday,15:00-15:50,Algorithms and Data Structures,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
BDA-2511,Saturday,14:00-14:50,Political Science,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
BDA-2511,Saturday,15:00-15:50,Discrete Mathematics,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
BDA-2511,Saturday,16:00-16:50,Psychology,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
BDA-2512,Monday,09:00-09:50,Algorithms and Data Structures,C1.2.229K,practice,Kyzyrkanov Abzal,Schedules_1 course_3 trim
BDA-2512,Monday,10:00-10:50,Psychology,C1.1.365P,practice,Issakhanova Assel,Schedules_1 course_3 trim
BDA-2512,Monday,11:00-11:50,Political Science,C1.1.234P,practice,Zhanarstanova Maral,Schedules_1 course_3 trim
BDA-2512,Monday,12:00-12:50,Python Programming,C1.2.223K,practice,Syrym Sabyrzhan,Schedules_1 course_3 trim
BDA-2512,Monday,13:05-13:55,Python Programming,C1.2.223K,practice,Syrym Sabyrzhan,Schedules_1 course_3 trim
BDA-2512,Wednesday,10:00-10:50,Python Programming,C1.1.334L,lecture,Sadirmekova Zhanna,Schedules_1 course_3 trim
BDA-2512,Wednesday,11:00-11:50,Python Programming,C1.1.334L,lecture,Sadirmekova Zhanna,Schedules_1 course_3 trim
BDA-2512,Wednesday,12:00-12:50,Algorithms and Data Structures,IEC-305,practice,Kyzyrkanov Abzal,Schedules_1 course_3 trim
BDA-2512,Wednesday,13:05-13:55,Algorithms and Data Structures,IEC-305,practice,Kyzyrkanov Abzal,Schedules_1 course_3 trim
BDA-2512,Thursday,10:00-10:50,Discrete Mathematics,C1.1.252L,lecture,Elemes Tolkynay,Schedules_1 course_3 trim
BDA-2512,Thursday,11:00-11:50,Discrete Mathematics,C1.1.252L,lecture,Elemes Tolkynay,Schedules_1 course_3 trim
BDA-2512,Thursday,13:05-13:55,Python Programming,C1.2.223K,practice,Syrym Sabyrzhan,Schedules_1 course_3 trim
BDA-2512,Friday,12:00-12:50,Discrete Mathematics,C1.1.234P,practice,Elemes Tolkynay,Schedules_1 course_3 trim
BDA-2512,Friday,13:05-13:55,Discrete Mathematics,C1.1.234P,practice,Elemes Tolkynay,Schedules_1 course_3 trim
BDA-2512,Friday,14:00-14:50,Algorithms and Data Structures,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
BDA-2512,Friday,15:00-15:50,Algorithms and Data Structures,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
BDA-2512,Saturday,14:00-14:50,Political Science,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
BDA-2512,Saturday,15:00-15:50,Discrete Mathematics,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
BDA-2512,Saturday,16:00-16:50,Psychology,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
BDA-2513,Monday,08:00-08:50,Psychology,C1.1.365P,practice,Issakhanova Assel,Schedules_1 course_3 trim
BDA-2513,Monday,09:00-09:50,Python Programming,C1.2.223K,practice,Syrym Sabyrzhan,Schedules_1 course_3 trim
BDA-2513,Monday,10:00-10:50,Political Science,C1.1.234P,practice,Zhanarstanova Maral,Schedules_1 course_3 trim
BDA-2513,Tuesday,11:00-11:50,Algorithms and Data Structures,IEC-304,practice,Nurtas Nadirov,Schedules_1 course_3 trim
BDA-2513,Tuesday,12:00-12:50,Algorithms and Data Structures,IEC-302,practice,Nurtas Nadirov,Schedules_1 course_3 trim
BDA-2513,Tuesday,13:05-13:55,Algorithms and Data Structures,IEC-302,practice,Nurtas Nadirov,Schedules_1 course_3 trim
BDA-2513,Wednesday,10:00-10:50,Python Programming,C1.1.334L,lecture,Sadirmekova Zhanna,Schedules_1 course_3 trim
BDA-2513,Wednesday,11:00-11:50,Python Programming,C1.1.334L,lecture,Sadirmekova Zhanna,Schedules_1 course_3 trim
BDA-2513,Thursday,10:00-10:50,Discrete Mathematics,C1.1.252L,lecture,Elemes Tolkynay,Schedules_1 course_3 trim
BDA-2513,Thursday,11:00-11:50,Discrete Mathematics,C1.1.252L,lecture,Elemes Tolkynay,Schedules_1 course_3 trim
BDA-2513,Friday,12:00-12:50,Python Programming,C1.2.223K,practice,Syrym Sabyrzhan,Schedules_1 course_3 trim
BDA-2513,Friday,13:05-13:55,Python Programming,C1.2.223K,practice,Syrym Sabyrzhan,Schedules_1 course_3 trim
BDA-2513,Friday,14:00-14:50,Algorithms and Data Structures,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
BDA-2513,Friday,15:00-15:50,Algorithms and Data Structures,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
BDA-2513,Saturday,10:00-10:50,Discrete Mathematics,C1.1.255P,practice,Jankiyeva Botagoz,Schedules_1 course_3 trim
BDA-2513,Saturday,11:00-11:50,Discrete Mathematics,C1.1.255P,practice,Jankiyeva Botagoz,Schedules_1 course_3 trim
BDA-2513,Saturday,14:00-14:50,Political Science,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
BDA-2513,Saturday,15:00-15:50,Discrete Mathematics,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
BDA-2513,Saturday,16:00-16:50,Psychology,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
CS-2501,Monday,08:00-08:50,Electronics,C1.1.334L,lecture,Nursultan Musakhanuly,Schedules_1 course_3 trim
CS-2501,Monday,09:00-09:50,Electronics,C1.1.334L,lecture,Nursultan Musakhanuly,Schedules_1 course_3 trim
CS-2501,Monday,10:00-10:50,Cultural Studies,C1.1.227P,practice,Baisarina Zhazira,Schedules_1 course_3 trim
CS-2501,Monday,11:00-11:50,Linear Algebra,C1.1.328L,lecture,Abutalipova Shynar,Schedules_1 course_3 trim
CS-2501,Monday,12:00-12:50,Linear Algebra,C1.1.328L,lecture,Abutalipova Shynar,Schedules_1 course_3 trim
CS-2501,Monday,14:00-14:50,Linear Algebra,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
CS-2501,Tuesday,08:00-08:50,Calculus 2,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
CS-2501,Tuesday,09:00-09:50,Calculus 2,C1.1.328L,lecture,Myrzakul Akbota,Schedules_1 course_3 trim
CS-2501,Tuesday,10:00-10:50,Calculus 2,C1.1.328L,lecture,Myrzakul Akbota,Schedules_1 course_3 trim
CS-2501,Tuesday,12:00-12:50,Political Science,C1.2.222P,practice,Yenglik Dossymkhan,Schedules_1 course_3 trim
CS-2501,Tuesday,13:05-13:55,Hacking Lab,C1.1.242K,practice,Gabiden Yernar,Schedules_1 course_3 trim
CS-2501,Wednesday,09:00-09:50,Hacking Lab,C1.1.242K,practice,Gabiden Yernar,Schedules_1 course_3 trim
CS-2501,Wednesday,10:00-10:50,Hacking Lab,C1.1.242K,practice,Gabiden Yernar,Schedules_1 course_3 trim
CS-2501,Wednesday,11:00-11:50,Electronics,C1.1.348K,practice,Gulsim Tulepova,Schedules_1 course_3 trim
CS-2501,Wednesday,12:00-12:50,Electronics,C1.1.348K,practice,Gulsim Tulepova,Schedules_1 course_3 trim
CS-2501,Thursday,08:00-08:50,Linear Algebra,C1.3.235L,practice,Abutalipova Shynar,Schedules_1 course_3 trim
CS-2501,Thursday,09:00-09:50,Linear Algebra,C1.3.235L,practice,Abutalipova Shynar,Schedules_1 course_3 trim
CS-2501,Friday,08:00-08:50,Calculus 2,C1.1.233P,practice,Rakhimbayeva Zhanar,Schedules_1 course_3 trim
CS-2501,Friday,09:00-09:50,Calculus 2,C1.1.233P,practice,Rakhimbayeva Zhanar,Schedules_1 course_3 trim
CS-2501,Saturday,08:00-08:50,Hacking Lab,C1.2.237L,lecture,Aliya Abdiraman,Schedules_1 course_3 trim
CS-2501,Saturday,09:00-09:50,Hacking Lab,C1.2.237L,lecture,Aliya Abdiraman,Schedules_1 course_3 trim
CS-2501,Saturday,18:00-18:50,Political Science,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
CS-2501,Saturday,19:00-19:50,Cultural Studies,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
CS-2502,Monday,08:00-08:50,Electronics,C1.1.334L,lecture,Nursultan Musakhanuly,Schedules_1 course_3 trim
CS-2502,Monday,09:00-09:50,Electronics,C1.1.334L,lecture,Nursultan Musakhanuly,Schedules_1 course_3 trim
CS-2502,Monday,11:00-11:50,Linear Algebra,C1.1.328L,lecture,Abutalipova Shynar,Schedules_1 course_3 trim
CS-2502,Monday,12:00-12:50,Linear Algebra,C1.1.328L,lecture,Abutalipova Shynar,Schedules_1 course_3 trim
CS-2502,Monday,13:05-13:55,Hacking Lab,C1.1.241K,practice,Gabiden Yernar,Schedules_1 course_3 trim
CS-2502,Monday,14:00-14:50,Linear Algebra,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
CS-2502,Tuesday,08:00-08:50,Calculus 2,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
CS-2502,Tuesday,09:00-09:50,Calculus 2,C1.1.328L,lecture,Myrzakul Akbota,Schedules_1 course_3 trim
CS-2502,Tuesday,10:00-10:50,Calculus 2,C1.1.328L,lecture,Myrzakul Akbota,Schedules_1 course_3 trim
CS-2502,Tuesday,11:00-11:50,Hacking Lab,C1.1.242K,practice,Gabiden Yernar,Schedules_1 course_3 trim
CS-2502,Tuesday,12:00-12:50,Hacking Lab,C1.1.242K,practice,Gabiden Yernar,Schedules_1 course_3 trim
CS-2502,Tuesday,13:05-13:55,Cultural Studies,C1.1.227P,practice,Baisarina Zhazira,Schedules_1 course_3 trim
CS-2502,Wednesday,08:00-08:50,Electronics,C1.1.245K,practice,Gulsim Tulepova,Schedules_1 course_3 trim
CS-2502,Wednesday,09:00-09:50,Electronics,C1.1.245K,practice,Gulsim Tulepova,Schedules_1 course_3 trim
CS-2502,Wednesday,10:00-10:50,Calculus 2,C1.1.233P,practice,Rakhimbayeva Zhanar,Schedules_1 course_3 trim
CS-2502,Wednesday,11:00-11:50,Calculus 2,C1.1.233P,practice,Rakhimbayeva Zhanar,Schedules_1 course_3 trim
CS-2502,Thursday,09:00-09:50,Political Science,C1.3.233L,practice,Yenglik Dossymkhan,Schedules_1 course_3 trim
CS-2502,Thursday,10:00-10:50,Linear Algebra,C1.3.235L,practice,Abutalipova Shynar,Schedules_1 course_3 trim
CS-2502,Thursday,11:00-11:50,Linear Algebra,C1.3.235L,practice,Abutalipova Shynar,Schedules_1 course_3 trim
CS-2502,Saturday,08:00-08:50,Hacking Lab,C1.2.237L,lecture,Aliya Abdiraman,Schedules_1 course_3 trim
CS-2502,Saturday,09:00-09:50,Hacking Lab,C1.2.237L,lecture,Aliya Abdiraman,Schedules_1 course_3 trim
CS-2502,Saturday,18:00-18:50,Political Science,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
CS-2502,Saturday,19:00-19:50,Cultural Studies,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
CS-2503,Monday,08:00-08:50,Electronics,C1.1.334L,lecture,Nursultan Musakhanuly,Schedules_1 course_3 trim
CS-2503,Monday,09:00-09:50,Electronics,C1.1.334L,lecture,Nursultan Musakhanuly,Schedules_1 course_3 trim
CS-2503,Monday,11:00-11:50,Linear Algebra,C1.1.328L,lecture,Abutalipova Shynar,Schedules_1 course_3 trim
CS-2503,Monday,12:00-12:50,Linear Algebra,C1.1.328L,lecture,Abutalipova Shynar,Schedules_1 course_3 trim
CS-2503,Monday,14:00-14:50,Linear Algebra,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
CS-2503,Tuesday,08:00-08:50,Calculus 2,online,lecture,https://learn.astanait.edu.kz/,Schedules_1 course_3 trim
CS-2503,Tuesday,09:00-09:50,Calculus 2,C1.1.328L,lecture,Myrzakul Akbota,Schedules_1 course_3 trim
CS-2503,Tuesday,10:00-10:50,Calculus 2,C1.1.328L,lecture,Myrzakul Akbota,Schedules_1 course_3 trim
CS-2503,Tuesday,11:00-11:50,Cultural Studies,C1.1.227P,practice,Baisarina Zhazira,Schedules_1 course_3 trim
CS-2503,Tuesday,12:00-12:50,Hacking Lab,C1.2.242K,practice,Yessentay Neilya,Schedules_1 course_3 trim
